Website,Headline,URL,Media Type,Media Link,Alt Text,Caption Text
FOX,"IRS official who refused to testify facing more scrutiny over scandal, past",http://www.foxnews.com/politics/2013/05/23/irs-official-who-refused-to-testify-facing-more-scrutiny-over-scandal-past/,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/doug-mckelway.png?ve=1&tl=1,,Doug McKelway reports
NYT,I.R.S. Official Invokes 5th Amendment at Hearing,http://www.nytimes.com/2013/05/23/us/politics/irs-official-denies-misleading-congress.html,IMAGE,https://static01.nyt.com/images/2013/05/23/us/23irs/23irs-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Lois Lerner of the Internal Revenue Service leaving a House hearing on Wednesday on the agency’s focus on conservative groups.
FOX,Glenn Beck Rips Progressivism at CPAC,http://www.foxnews.com/politics/2010/02/20/beck-encourages-conservatives,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/022010_matt_beck.jpg?ve=1&tl=1?ve=1&tl=1,Feb. 20: Glenn Beck delivers keynote address at CPAC.,"          Feb. 20: Glenn Beck delivers keynote address at CPAC.
          (AP)"
NYT,Beck Wows the CPAC Crowd,https://thecaucus.blogs.nytimes.com/2010/02/20/beck-wows-the-cpac-crowd/,IMAGE,https://static01.nyt.com/images/2010/02/21/us/21cpac_beck01/21cpac_beck01-blogSpan.jpg,"Glenn Beck at CPAC","Glenn Beck speaking at the Conservative Political Action Conference on Saturday."
FOX,"Cruz blames Trump for affair story, hints he wouldn't support him in general election",https://www.foxnews.com/politics/cruz-blames-trump-for-affair-story-hints-he-wouldnt-support-him-in-general-election,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/Cruza-Utah-Win.jpg?ve=1&tl=1?ve=1&tl=1,"WASHINGTON, DC - MARCH 22:  Republican presidential candidate Sen. Ted Cruz (R-TX) arrives to address the bombings in Brussels during remarks March 22, 2016 in Washington, DC. Reports indicate at least 34 people have died and scores more injured in the bombings at the airport and Metro.  (Photo by Win McNamee/Getty Images)","
          WASHINGTON, DC - MARCH 22:  Republican presidential candidate Sen. Ted Cruz (R-TX) arrives to address the bombings in Brussels during remarks March 22, 2016 in Washington, DC. Reports indicate at least 34 people have died and scores more injured in the bombings at the airport and Metro.  (Photo by Win McNamee/Getty Images)
          "
NYT,Arguments Get Personal Between Donald Trump and Ted Cruz,https://www.nytimes.com/politics/first-draft/2016/03/25/arguments-get-personal-between-donald-trump-and-ted-cruz/,IMAGE,https://static01.nyt.com/images/2016/03/24/us/24firstdraftnl-lede/24firstdraftnl-lede-tmagArticle.jpg,"Donald Trump and Melania Trump in the spin room after the Republican presidential debate at the University of Miami in Coral Gables, Fla., on March 10.","Donald Trump and Melania Trump in the spin room after the Republican presidential debate at the University of Miami in Coral Gables, Fla., on March 10."
FOX,Elizabeth Cheney blasted by older sister over gay-marriage stance,http://www.foxnews.com/politics/2013/09/01/elizabeth-cheney-blasted-by-older-sister-over-gay-marriage-stance/,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/Senate-Family-Ties_Cala.jpg?ve=1&tl=1?ve=1&tl=1,"FILE - In this July 17, 2013, file photo Liz Cheney campaigns in Casper, Wyoming, after announcing the day before her GOP primary challenge to Wyoming's senior U.S. incumbent Sen. Mike Enzi. Liz, former Vice President Dick Cheney's eldest daughter has galvanized the state's political scene by seeking the seat of Sen. Mike Enzi, a Republican favored by his party's establishment. Family does matter in the runup to next fall's Senate elections: Candidates are wielding famous political pedigrees in a number of races that could determine whether Democrats maintain control in the 2014 elections. (AP Photo/Matt Young, File)","          FILE - In this July 17, 2013, file photo Liz Cheney campaigns in Casper, Wyoming, after announcing the day before her GOP primary challenge to Wyoming's senior U.S. incumbent Sen. Mike Enzi. Liz, former Vice President Dick Cheney's eldest daughter has galvanized the state's political scene by seeking the seat of Sen. Mike Enzi, a Republican favored by his party's establishment. Family does matter in the runup to next fall's Senate elections: Candidates are wielding famous political pedigrees in a number of races that could determine whether Democrats maintain control in the 2014 elections. (AP Photo/Matt Young, File)
          (A2013)"
NYT,Mary Cheney Criticizes Her Sister on Same-Sex Marriage,https://thecaucus.blogs.nytimes.com/2013/08/31/mary-cheney-criticizes-her-sister-on-same-sex-marriage/,IMAGE,https://static01.nyt.com/images/2013/09/01/us/01cheney_blog/01cheney_blog-articleInline.jpg,"Mary Cheney in 2009.","Mary Cheney in 2009."
FOX,Texas Rep. Blake Farenthold resigns from Congress,http://www.foxnews.com/politics/2018/04/06/texas-rep-blake-farenthold-resigns-from-congress.html,IMAGE,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/10/340/340/img_2751-54438.jpg?ve=1&tl=1,Brooke Singman,"          Rep. Blake Farenthold arrives before Deputy U.S. Attorney General Rod Rosenstein testifies to the House Judiciary Committee hearing on oversight of the Justice Department on Capitol Hill in Washington, U.S., December 13, 2017.   REUTERS/Joshua Roberts - RC1CC7E0DBA0
          "
NYT,Texas Congressman Who Settled Harassment Case With Taxpayer Funds Resigns,https://mobile.nytimes.com/2018/04/06/us/politics/farenthold-harassment-case-resigns.html,IMAGE,https://static01.nyt.com/images/2018/04/07/us/politics/07dc-farenthold/merlin_131243010_76c20161-ba7e-41ed-9eb8-e9bd5f196cb4-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"Representative Blake Farenthold, Republican of Texas, in December at the Capitol."
FOX,Maine Gov. LePage opens door to early exit,http://www.foxnews.com/politics/2016/08/30/maine-gov-lepage-opens-door-to-early-exit.html,VIDEO,https://a57.foxnews.com/video.foxnews.com/thumbnails/071811/640/360/931/524/071811_cav_lepage_640.jpg?ve=1&tl=1,,"Maine governor on reducing state income tax rate, spending"
NYT,"Paul LePage, the Governor of Maine, Now Says He’s Not Quitting",https://www.nytimes.com/2016/09/01/us/paul-lepage-maine-governor.html,NONE,NONE,NONE,NONE
FOX,Benghazi committee seeks 'transcribed' interview with Clinton over deleted records,http://www.foxnews.com/politics/2015/03/31/benghazi-committee-requests-clinton-submit-to-interview-about-private-deleted.html,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/2015/03/30/640/360/931/524/hannity_hillary_033015.jpg?ve=1&tl=1,,Gowdy: Clinton wiped server clean on 'Hannity'
NYT,House Panel Seeks Private Talk With Hillary Clinton About Email,https://www.nytimes.com/2015/04/01/us/politics/hillary-clinton-email-benghazi-inquiry.html,IMAGE,https://static01.nyt.com/images/2015/04/01/nyregion/01LEFT/01LEFT-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Hillary Rodham Clinton has been asked by a congressman to privately discuss email from her time as the secretary of state.
FOX,GOP Senators Keep Pressure on Steele Over 'Inaccurate' Afghanistan Comments,http://www.foxnews.com/politics/2010/07/04/gop-senators-pressure-steele-inaccurate-afghanistan-comments.html,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/steele_sf_062410.jpg?ve=1&tl=1?ve=1&tl=1,Republican National Committee Chairman Michael Steele answers questions before speaking to the San Francisco Chamber of Commerce in San Francisco June 24. (AP Photo),"          Republican National Committee Chairman Michael Steele answers questions before speaking to the San Francisco Chamber of Commerce in San Francisco June 24. (AP Photo)
          "
NYT,Michael Steele Criticized for Afghanistan Comments,http://www.nytimes.com/2010/07/03/us/politics/03steele.html,NONE,NONE,NONE,NONE
FOX,Pelosi wins another term as House Democratic leader; Ryan’s dynamic challenge falls short,http://www.foxnews.com/politics/2016/11/30/house-democrats-set-to-vote-for-leader.html,VIDEO,https://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2016/11/30/931/524/694940094001_5229664024001_House-Democrats-re-elect-Nancy-Pelosi.jpg?ve=1&tl=1,,Minority leader fends off challenge from Rep. Tim Ryan
NYT,Nancy Pelosi Beats Back House Democratic Leadership Challenge,https://www.nytimes.com/2016/11/30/us/politics/nancy-pelosi-house-democrats-tim-ryan.html,VIDEO,https://static01.nyt.com/images/2016/12/01/us/01dems/01dems-videoSixteenByNineJumbo1600.jpg,,"Nancy Pelosi, the House minority leader, was challenged for the position by Representative Tim Ryan of Ohio."
FOX,Republicans prepare to go nuclear with Gorsuch vote as Dems seek new delay,http://www.foxnews.com/politics/2017/03/22/republicans-prepare-to-go-nuclear-with-gorsuch-vote-as-dems-seek-new-delay.html,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/cody-derespina.png?ve=1&tl=1,,Sen. John Thune reacts to criticism from colleagues
NYT,Democrats Plan to Filibuster to Thwart Gorsuch Nomination,https://www.nytimes.com/2017/03/23/us/politics/democrats-filibuster-neil-gorsuch-nomination.html,IMAGE,https://static01.nyt.com/images/2017/03/24/us/24FILIBUSTER-01/24FILIBUSTER-01-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Judge Neil M. Gorsuch at his Supreme Court confirmation hearing on Capitol Hill on Wednesday.
FOX,"Double-Dip Recession Possible Without Tax Deal, Obama's Top Economic Aide Warns",http://www.foxnews.com/politics/2010/12/08/double-dip-recession-possible-tax-deal-obamas-economic-aide-warns/,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/Lawrence-Summers.jpg?ve=1&tl=1?ve=1&tl=1,"FILE: Oct. 16, 2009: Lawrence Summers, then-White House chief economic adviser, speaks at the Buttonwood Gathering in New York.","          FILE: Oct. 16, 2009: Lawrence Summers, then-White House chief economic adviser, speaks at the Buttonwood Gathering in New York.
          (AP)"
NYT,"Biden Tries, Again, to Sell Tax Compromise to Hill Democrats",http://thecaucus.blogs.nytimes.com/2010/12/08/biden-tries-again-to-sell-tax-compromise-to-hill-democrats/,NONE,NONE,NONE,NONE
FOX,"Sparks fly as Biden, Ryan face off in feisty vice presidential debate",http://www.foxnews.com/politics/2012/10/11/biden-ryan-face-off-in-high-stakes-vice-presidential-debate-in-kentucky/,VIDEO,https://a57.foxnews.com/video.foxnews.com/thumbnails/101212/640/360/931/524/101112_han_chaffetz_640.jpg?ve=1&tl=1,,VP Joe Biden or Rep. Paul Ryan?
NYT,Biden Takes Off Gloves in Vice-Presidential Debate,http://www.nytimes.com/2012/10/12/us/politics/biden-takes-off-gloves-in-vice-presidential-debate.html,VIDEO,https://static01.nyt.com/images/2012/10/12/us/politics/video-vp-debate-highlights-v2/video-vp-debate-highlights-v2-videoSmall.jpg,,"October 11, 2012 — Highlights from the vice-presidential debate."
FOX,"Romney reaffirms belief in marriage as between man, woman",http://www.foxnews.com/politics/2012/05/09/romney-reaffirms-belief-in-marriage-as-between-man-woman/,IMAGE,//static.foxnews.com/foxnews.com/content/uploads/2019/08/elections-og-candidate-tracker-3.png,,
NYT,"Romney Reaffirms Opposition to Marriage, or Unions, for Gay Couples",https://www.nytimes.com/2012/05/10/us/politics/romney-reaffirms-opposition-to-marriage-or-similar-for-gay-couples.html,IMAGE,https://static01.nyt.com/images/2012/05/10/us/10romney/10romney-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"Mitt Romney campaigning Wednesday in Fort Lupton, Colo. He has said he favors some rights for same-sex couples, but not rights tantamount to marriage."
FOX,NAACP Resolution Calls on Tea Party to Repudiate 'Racist Elements' in Movement,http://www.foxnews.com/politics/2010/07/13/tea-party-preempts-racist-resolution-condemns-bigoted-naacp/,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/naacp_071210.jpg?ve=1&tl=1?ve=1&tl=1,"The audience applauds after first lady Michelle Obama speaks at the annual NAACP convention July 12 in Kansas City, Mo. (AP Photo)","          The audience applauds after first lady Michelle Obama speaks at the annual NAACP convention July 12 in Kansas City, Mo. (AP Photo)
          "
NYT,N.A.A.C.P. Challenges Tea Party on Racism,http://thecaucus.blogs.nytimes.com/2010/07/13/n-a-a-c-p-challenges-tea-party-on-racism/,NONE,NONE,NONE,NONE
FOX,Obama: ‘In God We Trust' Vote Not Creating Jobs,http://www.foxnews.com/politics/2011/11/02/obama-in-god-trust-vote-not-creating-jobs/,IMAGE,//static.foxnews.com/foxnews.com/content/uploads/2019/08/elections-og-candidate-tracker-3.png,,
NYT,Obama Taunts G.O.P.  for Ignoring Jobs Bill,http://thecaucus.blogs.nytimes.com/2011/11/02/obama-taunts-house-for-ignoring-jobs-bill/,NONE,NONE,NONE,NONE
FOX,Boehner: '1-in-3 chance' Republicans could lose House in November,http://www.foxnews.com/politics/2012/04/23/boehner-1-in-3-chance-gop-could-lose-house/,VIDEO,https://a57.foxnews.com/video.foxnews.com/thumbnails/042312/640/360/931/524/042312_sr_preview.jpg?ve=1&tl=1,,Sneak peek at Bill Hemmer's interview
NYT,Boehner Sees One-in-Three Chance G.O.P. Will Lose House,http://thecaucus.blogs.nytimes.com/2012/04/23/boehner-offers-g-o-p-a-warning-on-control-of-the-house/,NONE,NONE,NONE,NONE
FOX,Suspect arrested in Florida in connection with suspicious packages sent to Democrats,https://www.foxnews.com/us/suspect-arrested-in-florida-in-connection-with-suspicious-packages-sent-to-democrats,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/barnini-chakraborty.png?ve=1&tl=1,,"Attorney General Jeff Sessions and FBI Director Christopher Wray hold a news conference at the Justice Department on the arrest of Cesar Sayoc, who was identified using DNA and fingerprint evidence and stands charged with five crimes, including illegal mailing of explosives."
NYT,Pipe Bomb Suspect Arrested in Southern Florida,https://www.nytimes.com/2018/10/26/nyregion/cnn-cory-booker-pipe-bombs-sent.html,IMAGE,https://static01.nyt.com/images/2018/10/27/nyregion/27bombs21/27bombs21-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"A package addressed to James R. Clapper Jr., the former director of national intelligence, was meant to be delivered to the New York offices of CNN, but was intercepted at a mail facility in Midtown Manhattan on Friday, police officials said."
FOX,"Trump calls Flynn treatment 'unfair,' claims Clinton 'lied many times' with impunity",https://www.foxnews.com/politics/trump-calls-flynn-treatment-unfair-claims-clinton-lied-many-times-with-impunity,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/bergerpic2.jpg?ve=1&tl=1,,The president says Hillary Clinton lied 'many times' to the FBI and 'nothing happened to her.'
NYT,"F.B.I. 'Destroyed' Flynn’s Life for Lying, Trump Says, but 'Nothing Happened' to Clinton",https://www.nytimes.com/2017/12/04/us/politics/fbi-michael-flynn-trump.html,VIDEO,https://static01.nyt.com/images/2017/12/05/us/politics/05dc-trump1/05dc-trump1-videoSixteenByNine3000.jpg,,"President Trump spoke on Monday about Michael T. Flynn, his former national security adviser who admitted lying to the F.B.I."
FOX,Trump says 'too many voices are being destroyed' by social media censorship,http://www.foxnews.com/politics/2018/08/18/trump-says-too-many-voices-are-being-destroyed-by-social-media-censorship.html,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/i-8dn8554-xl.jpg?ve=1&tl=1,,"A new Vice investigation has exposed apparent shadow bans on conservative accounts on Twitter, while Google-owned YouTube recently removed several videos purely for their political content. #Tucker"
NYT,Trump Accuses Social Media Firms of Discrimination Against Conservatives,https://www.nytimes.com/2018/08/18/us/politics/trump-social-media-conservatives.html,IMAGE,https://static01.nyt.com/images/2018/08/19/us/19dc-trump/merlin_142469394_ae1e671d-0e22-4331-8bd2-00b490a32271-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,President Trump hinted that he might take action against social media companies that remove content from conservatives.
FOX,N.C. Congressman Apologizes for Physical Confrontation With Man in Washington,https://www.foxnews.com/politics/n-c-congressman-apologizes-for-physical-confrontation-with-man-in-washington,IMAGE,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/918/516/061410_Etheridge1-1.jpg?ve=1&tl=1,25c5042e-,An amateur video posted to YouTube shows Rep. Bob Etheridge grabbing the neck of an unidentified man who questioned him on a street in Washington (YouTube).
NYT,"Etheridge, Caught on Video, Apologizes ",https://archive.nytimes.com/query.nytimes.com/gst/fullpage-9E03E1D61E3DF936A25755C0A9669D8B63.html,IMAGE,https://static01.nyt.com/images/misc/nytlogo152x23.gif,,
FOX,Bachmann Newsweek Cover Goes for Insult But Gets Criticism in Return,http://www.foxnews.com/politics/2011/08/09/bachmann-newsweek-cover-goes-for-insult-but-gets-criticism-in-return/,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/newsweekbachmann.jpg?ve=1&tl=1?ve=1&tl=1,,
NYT,Bachmann Cover Controversy Prompts Response From Newsweek,http://thecaucus.blogs.nytimes.com/2011/08/09/newsweeks-bachmann-cover-causes-controversy/,NONE,NONE,NONE,NONE
FOX,Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,http://www.foxnews.com/politics/2014/11/30/aide-to-gop-lawmaker-apologizes-for-facebook-post-ripping-obama-daughters.html,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/Obama-Turkey-Pardon_Cham640360113014.jpg?ve=1&tl=1?ve=1&tl=1,"November 26, 2014: President Barack Obama, joined by his daughters Malia, right, and Sasha, center, speaks during the presidential turkey pardon ceremony at the White House. (AP Photo/Jacquelyn Martin)","          November 26, 2014: President Barack Obama, joined by his daughters Malia, right, and Sasha, center, speaks during the presidential turkey pardon ceremony at the White House. (AP Photo/Jacquelyn Martin)
          "
NYT,"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia",https://www.nytimes.com/2014/12/02/us/gop-aide-quits-after-ridiculing-obamas-daughters.html,IMAGE,https://static01.nyt.com/images/2014/12/02/us/DAUGHTERS/DAUGHTERS-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,A Republican spokeswoman found fault with the attire of Sasha and Malia Obama at the presidential turkey pardon.
FOX,"Santorum: 'Phony theology' comment was about energy policy, not Christian faith",http://www.foxnews.com/politics/2012/02/19/santorum-talks-economy-with-phony-theology-comment-but-social-debate-ensues/,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/santorum_rick_021812.jpg?ve=1&tl=1?ve=1&tl=1,"Feb. 18, 2012: Rick Santorum speaks at the Ohio Christian Alliance conference in Columbus.","          Feb. 18, 2012: Rick Santorum speaks at the Ohio Christian Alliance conference in Columbus.
          (AP)"
NYT,Santorum Defends Comments on Obama and Education,http://thecaucus.blogs.nytimes.com/2012/02/19/santorum-defends-comments-on-obama-and-education/,NONE,NONE,NONE,NONE
FOX,"Kathy Griffin apologizes for photo shoot with bloodied Trump mask, says she 'went too far'",http://www.foxnews.com/entertainment/2017/05/30/kathy-griffin-apologizes-for-photo-shoot-with-bloodied-trump-mask-says-went-too-far.html,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/Kathy-griffin-trump_TylerShields.jpg?ve=1&tl=1?ve=1&tl=1,,(Courtesy of Tyler Shields)
NYT,Trump Lashes Out at Kathy Griffin and Democrats,https://mobile.nytimes.com/2017/05/31/us/politics/trump-kathy-griffin-comedian-democrats.html,IMAGE,https://static01.nyt.com/images/2017/05/31/us/01TRUMP/01TRUMP-articleInline.jpg?quality=75&auto=webp&disable=upscale,,President Trump at an event at the White House on May 12.
FOX,Trump says he appreciates Mueller’s statement disputing BuzzFeed report,https://www.foxnews.com/politics/trump-says-he-appreciates-muellers-statement-disputing-buzzfeed-report,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/i-8dn8554-xl.jpg?ve=1&tl=1,,
NYT,Mueller Statement Disputes Report That Trump Directed Cohen to Lie,https://www.nytimes.com/2019/01/18/us/politics/buzzfeed-cohen-russia-tower.html,IMAGE,https://static01.nyt.com/images/2019/01/19/us/19dc-cohen-print/19dc-cohen-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"Michael D. Cohen, President Trump’s longtime lawyer and fixer, was sentenced last month to three years in prison."
FOX,"Huckabee announces 2016 White House bid, with focus on economy and security | Fox News",http://www.foxnews.com/politics/2015/05/05/huckabee-announces-2016-white-house-bid.html,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/2015/05/05/640/360/931/524/050515_root_huck_640.jpg?ve=1&tl=1,,Former Arkansas governor joins race for the White House
